FECHA,diff_total_yo,diff_tarjeta,diff_saldo_real,descripcion,comentario,madre,TOTAL,SALDO,TARJETA,INVERSION,PAGOS_MENSUAL_MA INTER,NOTIONCUM,DESCRIPCION,MADRE,diff_TOTAL,diff_saldo_sin_inversion,diff_notion,DESCRIPCION_NOTION
2025-10-26,,,,,,,184.6245454545485,41993.99,358.4400000000001,42870.0,142.9545454545454,1276.12,,,,,,
2025-10-27,,,,,,,147.2390909090902,41956.99,363.0300000000002,42870.0,147.1590909090909,1276.12,Mi Cumple,,,,,
2025-10-28,,,,,,,147.9436363636369,41951.89,363.0300000000002,42870.0,151.3636363636363,1277.72,,,,,,
2025-10-29,,,,,,,148.1481818181824,41947.89,363.0300000000002,42870.0,155.5681818181818,1277.72,,,,,,
2025-10-30,,,,,,,144.0127272727314,41944.14,367.6200000000003,42870.0,159.7727272727273,1277.72,Uber Membresia 4.5,,,,,
2025-10-31,,,,,,,145.2172727272768,41941.14,367.6200000000003,42870.0,163.9772727272727,1277.72,,,,,,
2025-11-05,,,,,,,162.6000000000047,41795.55,225.6700000000005,42870.0,185.0,1277.72,,,,,,
2025-11-06,,,,,,,149.2600000000009,41922.9,231.3600000000006,42870.0,0.0,1327.72,,,,,,
2025-11-07,,,,,,,130.8582352941205,41893.91,231.3600000000006,42870.0,10.58823529411765,1327.72,"Salida Renata 3L 21, Hot dogs 8",,,,,
2025-11-11,,,,,,,130.8611764705854,41851.56,231.3600000000006,42870.0,52.94117647058823,1327.72,Parqueadero 40,,,,,
2025-11-12,,,,,,,139.949411764703,41850.06,231.3600000000006,42870.0,63.52941176470588,1327.72,,,,,,
2025-11-13,,,,,,,136.3576470588202,41846.11,241.5900000000006,42870.0,74.11764705882352,1327.72,Gasolina 10,,,,,
2025-11-14,,,,,,,94.24588235294095,41795.54,249.7200000000007,42870.0,84.70588235294117,1333.72,40 dolares de seguro,,,,,
2025-11-16,,,,,,,111.9323529411784,41795.54,253.2100000000005,42870.0,105.8823529411765,1333.72,,,,,,
2025-11-17,,,,,,,88.89058823529854,41753.91,253.2100000000005,42870.0,116.4705882352941,1341.72,Gasolina 30,,,,,
2025-11-18,,,,,,,95.98882352941132,120.91,256.7000000000003,1237.0,127.0588235294118,1341.72,,,,,,
2025-11-19,,,,,,,102.6270588235293,116.96,256.7000000000003,1237.0,137.6470588235294,1341.72,,,,,,
2025-11-21,,,,,,,120.5535294117644,93.71,236.7000000000003,1237.0,158.8235294117647,1341.72,,,,,,
2025-11-24,,,,,,,134.6199999999997,920.6,236.7000000000003,1237.0,0.0,687.72,,,,,,
2025-11-25,,,,,,,151.3085185185182,960.6,268.5300000000002,1237.0,8.518518518518519,687.72,"Parqueadero 40, Gasolina 25, Hamburguesas 6",,,,,
2025-11-26,,,,,,,147.8270370370368,948.6,268.5300000000002,1237.0,17.03703703703704,687.72,Renata 3L 12,,,,,
2025-11-27,,,,,,,148.2555555555551,945.1,273.1200000000003,1237.0,25.55555555555556,687.72,Spotify 4,,,,,
2025-11-28,,,,,,,104.5640740740737,930.85,364.5800000000004,1237.0,34.07407407407408,741.22,"Gasolina 34, Parq QCC 4, Chompa Hermana 53.5 . Comida 4, Scape Room 10 ",,,,,
2025-11-29,,,,,,,113.092592592592,930.85,369.1700000000005,1237.0,42.5925925925926,745.82,Subscripcion Uber,,,,,
2025-12-01,,,,,,,108.459629629629,896.68,369.1700000000005,1237.0,59.62962962962963,758.32,Compras feria U para regalos navidad,,,,,
2025-12-04,,,,,,,126.0651851851848,682.36,162.8000000000006,1237.0,85.18518518518519,758.32,Transferencia a Dome por fiestas de quito.  Tarjeta,,,,,
2025-12-05,,,,,,,121.3337037037035,675.86,176.2900000000004,1237.0,93.70370370370371,765.0600000000001,Uber a fiestas de quito. Canelazos 6.,,,,,
2025-12-06,,,,,,,123.252222222222,675.86,195.8900000000003,1237.0,102.2222222222222,778.0600000000001,Gotas ojos,,,,,
2025-12-07,,,,,,,125.1707407407407,675.86,202.4900000000002,1237.0,110.7407407407407,778.0600000000001,Mc noche fiestas de quito,,,,,
2025-12-08,,,,,,,107.1892592592592,649.36,202.4900000000002,1237.0,119.2592592592593,778.0600000000001,"Chiva 10, Almuerzo 8?, Almuerzo 3.50, nose fin de semana fiestas de quito",,,,,
2025-12-09,,,,,,,113.2077777777778,646.86,202.4900000000002,1237.0,127.7777777777778,778.0600000000001,,,,,,
2025-12-11,,,,,,,130.2848148148147,646.86,206.4500000000003,1237.0,144.8148148148148,782.0600000000001,Subscripcion Uber,,,,,
2025-12-12,,,,,,,157.2433333333333,665.3,206.4500000000003,1237.0,153.3333333333333,782.0600000000001,"Almuerzo en Chifa U, Pago hermana 25 transporte Noah",,,,,
2025-12-13,,,,,,,132.1518518518512,665.3,240.0600000000004,1237.0,161.8518518518518,782.0600000000001,Gasolina 34,,,,,
2025-12-15,,,,,,,131.3888888888886,639.0,240.0600000000004,1237.0,178.8888888888889,790.5600000000001,"Nose creo comida 4, cevichocho 5 (con renata), encebollado cumple rrubia 10, Almuerzo mio y majo 6.50",,,,,
2025-12-16,,,,,,,134.9174074074064,475.28,306.3300000000008,1237.0,187.4074074074074,1015.56,Ingles 225 y Mc. Pago Tarjeta 163,,,,,
2025-12-17,,,,,,,139.485925925925,471.33,306.3300000000008,1237.0,195.9259259259259,1015.56,,,,,,
2025-12-18,,,,,,,135.6044444444434,421.33,337.7300000000009,1237.0,204.4444444444445,1084.56,"Uber Llaves ma 12, Compras Super 13, Mc 7. Libro Ingles 34, Corte 16",,,,,
2025-12-19,,,,,,,136.2229629629601,27486.41,343.7100000000009,28304.0,212.962962962963,1084.56,Uber prueba 6,,,,,
2025-12-21,,,,,,,132.9199999999969,27486.41,364.0500000000011,28304.0,230.0,1084.56,Gasolina 20 ,,,,,
2025-12-22,,,,,,,117.3900000000017,38147.88,364.0500000000011,38751.0,0.0,1084.56,"Salida Viernes 16 , Pagado madre 230",,,,,
2025-12-23,,,,,,,90.89999999999645,38129.88,372.5400000000009,38751.0,0.0,1084.56,"Almuerzo 7, sweet coffe 2.Regalo Hermana Navidad 16",,,,,
2025-12-24,,,,,,,87.89999999999645,38121.38,372.5400000000009,38751.0,0.0,1090.06,Desayuno y Almuerzo,,,,,
2025-12-26,,,,,,,87.58999999999878,33215.07,372.5400000000009,33851.0,0.0,1096.06,Taurus Desayuno 6,,,,,
2025-12-27,,,,,,,82.90999999999849,33215.07,404.2200000000007,33851.0,0.0,1123.06,"Stav 27,Spotify 4",,,,,
2025-12-29,,,,,,,35.74999999999864,28276.41,412.7200000000007,28951.0,0.0,1123.06,"Mc 6 y Viaje a Mc Uber 2. Lavada Carro 30, Zhumir 9",,,,,
2025-12-30,,,,,,,28.60999999999694,28269.26,417.3100000000009,28951.0,0.0,1127.66,"Almuerzo 5,Morocho 2. Subcripcion Uber 5",,,,,
2025-12-31,,,,,,,22.60999999999694,28263.26,417.3100000000009,28951.0,0.0,1127.66,"Almuerzo 4, Desayuno 2",,,,,
2026-01-01,,,,,,,13.61999999999534,28263.26,426.3000000000006,28951.0,0.0,1127.66,Regalo Noah Navidad BrawlStars 9,,,,,
2026-01-04,,,,,,,8.929999999997335,28263.26,439.7900000000004,28951.0,0.0,1136.46,"Juego 6, Almuerzo 9",,,,,
2026-01-05,,,,,,,1.07999999999879,28208.41,439.7900000000004,28951.0,0.0,1183.46,"Almuerzos 8, Concierto 47",,,,,
2026-01-06,,,,,,,-62.87000000000194,28144.46,439.7900000000004,28951.0,0.0,1183.46,"Parqueadero 60, Almuerzo 4",,,,,
2026-01-07,,,,,,,-65.12000000000194,28142.21,439.7900000000004,28951.0,0.0,1183.46,,,,,,
2026-01-08,,,,,,,-69.07000000000266,28138.26,439.7900000000004,28951.0,0.0,1183.46,,,,,,
2026-01-09,,,,,,,-64.07000000000266,28143.26,439.7900000000004,28951.0,0.0,1183.46,,,,,,
